num;date;time;orig;type;action;alert;i/f_name;i/f_dir;product;sys_message:;service;s_port;src;dst
1469;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.74;51.15.189.178
1470;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.16;51.15.189.178
1471;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.228;51.15.189.178
1472;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.145;51.15.189.178
1473;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.145;51.15.189.178
1474;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.57;51.15.189.178
1475;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.145;51.15.189.178
1476;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.105;51.15.189.178
1477;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.105;51.15.189.178
1478;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.105;51.15.189.178
1479;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.40;108.168.218.173
1480;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.124;108.168.218.173
1481;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.40;108.168.218.173
1482;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.94;108.168.218.173
1483;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.94;108.168.218.173
1484;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.220;108.168.218.173
1485;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.211;108.168.218.173
1486;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.7;108.168.218.173
1487;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.7;108.168.218.173
1488;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.230;108.168.218.173
1489;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.12;108.168.218.173
1490;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.12;108.168.218.173
1491;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.124;108.168.218.173
1492;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.200;108.168.218.173
1493;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.200;108.168.218.173
1494;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.228;192.0.78.9
1495;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.228;192.0.78.9
1496;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.37;192.0.78.9
1497;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.71;192.0.78.9
1498;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.236;192.0.78.9
1499;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.229;192.0.78.9
1500;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.229;192.0.78.9
1501;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.28;192.0.78.9
1502;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.113;192.0.78.9
1503;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.28;192.0.78.9
1504;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.195;192.0.78.9
1505;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.147;192.0.78.9
1506;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.178;192.0.78.9
1507;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.178;192.0.78.9
1508;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.178;192.0.78.9
1509;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.240;192.0.78.9
1510;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.240;192.0.78.9
1511;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.181;199.182.176.242
1512;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.105;199.182.176.242
1513;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.181;199.182.176.242
1514;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.16;199.182.176.242
1515;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.40;199.182.176.242
1516;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.210;199.182.176.242
1517;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.40;199.182.176.242
1518;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.20;199.182.176.242
1519;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.253;199.182.176.242
1520;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.20;199.182.176.242
1521;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.169;199.182.176.242
1522;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.247;199.182.176.242
1523;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.57;199.182.176.242
1524;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.247;199.182.176.242
1525;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.247;199.182.176.242
1526;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.30;64.79.155.64
1527;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.117;64.79.155.64
1528;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.201;64.79.155.64
1529;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.117;64.79.155.64
1530;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.29;64.79.155.64
1531;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.188;64.79.155.64
1532;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.188;64.79.155.64
1533;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.128;64.79.155.64
1534;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.128;64.79.155.64
1535;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.197;64.79.155.64
1536;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.197;64.79.155.64
1537;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.103;64.79.155.64
1538;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.155;64.79.155.64
1539;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.241;64.79.155.64
1540;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.10;64.79.155.64
1541;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.196;198.54.117.250
1542;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.25;198.54.117.250
1543;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.25;198.54.117.250
1544;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.25;198.54.117.250
1545;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.211;198.54.117.250
1546;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.162;198.54.117.250
1547;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.22;198.54.117.250
1548;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.9;198.54.117.250
1549;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.129;198.54.117.250
1550;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.129;198.54.117.250
1551;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.178;198.54.117.250
1552;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.178;198.54.117.250
1553;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.206;198.54.117.250
1554;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.228;162.244.58.9
1555;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.228;162.244.58.9
1556;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.3;162.244.58.9
1557;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.186;162.244.58.9
1558;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.138;162.244.58.9
1559;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.22;162.244.58.9
1560;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.18;162.244.58.9
1561;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.63;162.244.58.9
1562;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.18;162.244.58.9
1563;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.84;162.244.58.9
1564;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.84;162.244.58.9
1565;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.96;162.244.58.9
1566;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.72;162.244.58.9
1567;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.84;162.244.58.9
1568;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.15;162.244.58.9
1569;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.10;162.244.58.9
1570;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.226;162.244.58.9
1571;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.15;162.244.58.9
1572;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.190;162.244.58.9
1573;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.78;64.14.192.234
1574;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.78;64.14.192.234
1575;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.157;64.14.192.234
1576;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.157;64.14.192.234
1577;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.48;64.14.192.234
1578;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.123;64.14.192.234
1579;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.123;64.14.192.234
1580;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.164;64.14.192.234
1581;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.67;64.14.192.234
1582;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.67;64.14.192.234
1583;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.99;64.14.192.234
1584;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.20;64.14.192.234
1585;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.99;64.14.192.234
1586;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.199;64.14.192.234
1587;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.82;64.14.192.234
1588;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.138;94.229.73.251
1589;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.174;94.229.73.251
1590;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.187;94.229.73.251
1591;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.174;94.229.73.251
1592;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.229;94.229.73.251
1593;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.229;94.229.73.251
1594;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.229;94.229.73.251
1595;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.123;94.229.73.251
1596;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.204;94.229.73.251
1597;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.236;94.229.73.251
1598;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.63;94.229.73.251
1599;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.204;94.229.73.251
1600;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.204;94.229.73.251
1601;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.2;94.229.73.251
1602;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.190;94.229.73.251
1603;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.2;94.229.73.251
1604;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.190;94.229.73.251
1605;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.58;209.172.204.10
1606;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.32;209.172.204.10
1607;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.32;209.172.204.10
1608;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.58;209.172.204.10
1609;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.202;209.172.204.10
1610;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.202;209.172.204.10
1611;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.60;209.172.204.10
1612;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.105;209.172.204.10
1613;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.122;209.172.204.10
1614;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.61;209.172.204.10
1615;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.55;209.172.204.10
1616;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.55;209.172.204.10
1617;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.213;209.172.204.10
1618;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.129;209.172.204.10
1619;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.18;209.172.204.10
1620;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.72;209.172.204.10
1621;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.61;209.99.60.226
1622;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.178;209.99.60.226
1623;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.178;209.99.60.226
1624;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.10;209.99.60.226
1625;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.108;209.99.60.226
1626;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.246;209.99.60.226
1627;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.11;209.99.60.226
1628;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.87;209.99.60.226
1629;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.130;209.99.60.226
1630;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.87;209.99.60.226
1631;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.172;209.99.60.226
1632;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.193;209.99.60.226
1633;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.179;209.99.60.226
1634;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.193;209.99.60.226
1635;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.193;209.99.60.226
1636;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.197;50.16.239.95
1637;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.93;50.16.239.95
1638;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.93;50.16.239.95
1639;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.26;50.16.239.95
1640;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.238;50.16.239.95
1641;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.39;50.16.239.95
1642;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.135;50.16.239.95
1643;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.39;50.16.239.95
1644;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.135;50.16.239.95
1645;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.113;50.16.239.95
1646;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.171;50.16.239.95
1647;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.113;50.16.239.95
1648;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.113;50.16.239.95
1649;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.179;50.16.239.95
1650;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.219;50.16.239.95
1651;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.16;50.16.239.95
1652;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.219;50.16.239.95
1653;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.179;50.16.239.95
1654;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.140;213.174.157.200
1655;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.136;213.174.157.200
1656;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.77;213.174.157.200
1657;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.72;213.174.157.200
1658;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.252;213.174.157.200
1659;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.252;213.174.157.200
1660;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.72;213.174.157.200
1661;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.161;213.174.157.200
